title_english,title_nepali,author_profile_link,author_name,Audiobook,E-book,Paperback,Hardcover,publisher_profile_link,publisher_name,genre,published_date,edition,isbn10,isbn13,pages,weight,language
Ramaila Chiniya Bal KathaBhaag 1,रमाइला चिनियाँ बालकथा: भाग - १,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,105,150,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Story for Children,April 2006,,999464341X,9789994643417,76,96 g,Nepali
Ujyaloko Rang,उज्यालोको रङ,https://www.thuprai.com/author/januka-khatiwada/,Januka Khatiwada,,150,250,,https://www.thuprai.com/publisher/kalam-prakashan/,Kalam Prakashan,Contemporary Fiction,September 2021,1,9937094194,9789937094191,,,Nepali
Arko Bhor,अर्को भोर,https://www.thuprai.com/author/keshav-raj-gnawali/,Keshav Raj Gnawali,,,475,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Short Stories,"December 18, 2021",2,9937751748,9789937751742,,184 g,Nepali
Gham Chhayan,घाम छायाँ,https://www.thuprai.com/author/parashu-pradhan/,Parashu Pradhan,,,56,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Children,,,9937320402,9789937320405,,,Nepali
Hajurbuba-Hajuramako Ghumagham,हजुरबुबा-हजुरआमाको घुमघाम,https://www.thuprai.com/author/anbika_giri/,Anbika Giri,,,275,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Children,"March 01, 2022",,9937775035,9789937775038,,75 g,Nepali
Budho Majhi,बूढो माझी,https://www.thuprai.com/author/bishnu-subedi/,Bishnu Subedi,,,100,,https://www.thuprai.com/publisher/sampada-research-and-development/,Sampada Research and Development,Poetry,2012,1,9937217415,9789937217415,,,Nepali
Kapaasko Ghoda,कपासको घोडा,https://www.thuprai.com/author/indra-chaudhary/,Indra Chaudhary,,,300,,https://www.thuprai.com/publisher/kopila-kitab/,Kopila Kitab,"Children,Picturebook for Children",,,9937773202,9789937773201,24,,Nepali
Paatal Prawas,पातल प्रवास,https://www.thuprai.com/author/taranath-sharma/,Taranath Sharma,,185,315,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Literature/Essays,2018,1,9937712025,9789937712026,253,200 g,Nepali
Sangeet Sikhar Bhaktaraj Acharya,सङ्गीत शिखर भक्तराज आचार्य,https://www.thuprai.com/author/satyaraj-acharya/,Satya Raj  Acharya,,,200,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Biography,,1,,,,300 g,Nepali
Paluwako Baisa,पलुवाको  बैंस,https://www.thuprai.com/author/ashok-sokee/,Ashok Sokee,,,150,,https://www.thuprai.com/publisher/kedarnarayan-manandhar/,Kedarnarayan Manandhar,Non-fiction,,1,993706435X,9789937064354,100,,Nepali
Samajwad Ko Yatra,समाजवादको यात्रा,https://www.thuprai.com/author/damber-khatiwada/,Damber Khatiwada,,,395,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Nepali Politics,2018,,9937708184,9789937708180,312,240 g,Nepali
Adhikbibhav Sthirbidhoot Utpadhak,अधिकविभव स्थिरविद्युत् उत्पादक,https://www.thuprai.com/author/bala-ram-joshi/,Dr Bala Ram Joshi,,0,,,,,Research,,,,,,,Nepali
Sapana ka Avayav,सपनाका अवयव,https://www.thuprai.com/author/subash-khanal/,Subash Khanal,,,200,,https://www.thuprai.com/publisher/shabdik-books/,Shabdik Books,Poetry,"October 21, 2020",1,9937932629,9789937932622,,,Nepali
Spashtikaran,स्पष्टिकरण,https://www.thuprai.com/author/hari-bhakta-katuwal/,Hari Bhakta Katuwal,,50,95,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Fiction,,3,9993307939,9789993307938,48,100 g,Nepali
Rastra Kabiko Saya Barsha,राष्ट्रकविको सय वर्ष,https://www.thuprai.com/author/narendra-raj-prasai/,Narendra Raj Prasai,,,300,,https://www.thuprai.com/publisher/unknown/,Unknown,Memoirs,2019,1,9937509785,9789937509787,336,300 g,Nepali
Chhukchhuke Ko Sangharsha,छुकछुकेको संघर्ष,https://www.thuprai.com/author/surya-bc/,Surya B.C.,,,100,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937515262,9789937515269,,,Nepali
Karnali Lok Sanskriti Volume 5Sahitya Sangit Kala,"कर्णाली लोक संस्कृति खण्ड ५: साहित्य, संगीत, कला",https://www.thuprai.com/author/pradip-rimal/,Pradip Rimal,,0,,,https://www.thuprai.com/publisher/nepal-pragya-pratisthan/,Nepal Pragya Pratisthan,"Nepali History,Nepali Culture and Customs",,,,,,,Nepali
Mochan,मोचन,https://www.thuprai.com/author/tulasi-acharya/,Tulasi Acharya,,,375,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Fiction,"September 23, 2021",1,993770555X,9789937705554,,194 g,Nepali
Makuralai Mojaa,माकुरालाई मोजा,https://www.thuprai.com/author/binaya-kasaju/,Binay Kasajoo,,,90,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Story for Children,,,,,,,Nepali
Sunkalchey Himal,सुन्कल्छे,,,,,120,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Children,,,9937104130,9789937104135,40,80 g,Nepali
Tanakkha,तनक्खा,https://www.thuprai.com/author/yubaraj-nayaghare/,Yubaraj Nayaghare,,,325,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Travelogue,"September 14, 2019",1,9937332222,9789937332224,174,200 g,Nepali
Pari Aain Sapanima,परी आइन् सपनीमा,https://www.thuprai.com/author/shanti-sapkota/,Shanti Sapkota,,0,,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Story for Children,"June 17, 2024",,9937966450,9789937966450,,,Nepali
Famous,विख्यात,https://www.thuprai.com/author/fiona-van-heemastra/,Fiona Van Heemastra,,,250,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937669227,9789937669221,,,Nepali
Pani Ghatta,पानीघट्ट,https://www.thuprai.com/author/suresh-pranjali/,Suresh Pranjali,,,498,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Contemporary Fiction,"June 22, 2022",1,9937746515,9789937746519,,,Nepali
Sirane Kanchho,सिराने कान्छो,https://www.thuprai.com/author/premndhi-gyawali/,Premnidhi Gyawali,,,450,,https://www.thuprai.com/publisher/ghost-writing-nepal/,Ghost Writing Nepal,Autobiography,2019,1st,9937932378,9789937932370,308,350 g,Nepali
Tapan,तपन,https://www.thuprai.com/author/sharad-paudel/,Sharad Paudel,,,455,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels,"November 19, 2016",1,9937910463,9789937910460,419,400 g,Nepali
Baalbalika Sanga Kurakani,बालबालिकासँग कुराकानी,https://www.thuprai.com/author/goreth-b-matthew/,Goreth b. Matthew,,,299,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Children,,,,,,,Nepali
Siyaram  katha,सियाराम कथा,https://www.thuprai.com/author/bhuchandra-baidhya/,Bhuchandra Baidhya,,,495,,https://www.thuprai.com/publisher/educational-publishing-house/,Educational Publising House,Religion,,,,,,,Nepali
Mera Aksharaharu (Aa-Aha),मेरा अक्षरहरू (अ-अ:),https://www.thuprai.com/author/n/,N/A,,,150,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Children,,,9937743192,9789937743198,,,Nepali
Planning and Project Management,योजना र आयोजना व्यवस्थापन,https://www.thuprai.com/author/rajkumar-rajbhandari/,Rajkumar Rajbhandari,,,455,,https://www.thuprai.com/publisher/rr-publisher-distributor/,R.R. Publisher & Distributor,Learning & Reference,,,9937961815,9789937961813,,199 g,Nepali
Chitralekhako Chaurasi,चित्रलेखाको चौरासी,https://www.thuprai.com/author/prajwal-parajuly/,Prajwal Parajuly,,375,875,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,Fiction,"September 02, 2023",1,9937953073,9789937953078,394,329 g,Nepali
Ritubichar,ऋतुविचार,https://www.thuprai.com/author/lekhnath-paudyal/,Lekhnath Paudyal,,,85,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Poetry,,,9937322103,9789937322102,,,Nepali
Ghumne Mech Mathi Andho Manche,घुम्ने मेचमाथि अन्धो मान्छे,https://www.thuprai.com/author/bhupi-sherchan/,Bhupi Sherchan,,,120,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,"Poetry, Drama & Literature",1969,,9993329320,9789993329329,88,75 g,Nepali
Kehi Ratriya Bibhuti Bhag-2,केहि राष्ट्रिय विभूति भाग- २,https://www.thuprai.com/author/gopal-parajuli/,Gopal Parajuli,,,55,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,,,,,Nepali
Ghamkiri,घामकिरी,https://www.thuprai.com/author/nayan-raj-pandey/,Nayan Raj Pandey,,,430,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Novels,,,,,,,Nepali
Gandharva Samudayako Pahichan ra Awastha,गन्धर्व समुदायको पहिचान र अवस्था,,,,,325,,https://www.thuprai.com/publisher/samata-books/,Samata Books,"Human Rights,Non-fiction",,,9937946905,9789937946902,130,,Nepali
Bartmaan ko Shakti,वर्तमान को शक्ति: आध्यात्मिक रूपान्तरणको सरल मार्ग,https://www.thuprai.com/author/eckhart-tolle/,Eckhart Tolle,,,695,,https://www.thuprai.com/publisher/sikai-samuha/,Sikai Samuha,Fiction,,,9937160871,9789937160872,,,Nepali
Junga Bahadurko Jeevanyatra,जङ्गबहादुरको जीवनयात्रा,https://www.thuprai.com/author/padma-jung-rana/,Padma Jung Rana,,,450,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,"Biography: Historical, Political & Military",2020,2,9937593808,9789937593809,293,,Nepali
Sano Julee and Other Stories,सानो जुली र अरु कथाहरू,https://www.thuprai.com/author/gopi-krishna-dhungana/,Gopi Krishna Dhungana,,,80,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Story for Children,,2,9937330483,9789937330480,28,,Nepali
Nani ra Chari,नानी र चरी,https://www.thuprai.com/author/mitralal-pangyani/,Mitralal Pangyani,,,125,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Poems for Children,,,9937108268,9789937108263,40,,Nepali
Yamdutko Aatmasamarpan,यमदूतको आत्मसमर्पण,https://www.thuprai.com/author/sadhana-pratksha/,Sadhana Pratksha,,,325,,https://www.thuprai.com/publisher/unknown/,Unknown,"Fiction,Stories",,,,,,,Nepali
Saiddhantik Nepali Vastushastra,सैद्धान्तिक नेपाली वास्तुशास्त्र,https://www.thuprai.com/author/acharyashree-shantiram-koirala/,Acharyashree Shantiram Koirala,,,275,,https://www.thuprai.com/publisher/vidyarthi-pustak-bhandar/,Vidyarthi Pustak Bhandar,Religion,,1,9994616757,9789994616756,231,200 g,Nepali
Aashako Janmadin,आशाको जन्मदिन,https://www.thuprai.com/author/rabin-nepali/,Rabin Nepali,,,250,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels for Children,,,,,,,Nepali
Yaadko Sanduk,यादको सन्दुक,https://www.thuprai.com/author/dipa-mewahang-rai/,Dipa Mewahang Rai,,,300,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Poetry,"June 08, 2022",,9937705673,9789937705677,100,165 g,Nepali
Quiz Book,सामान्य ज्ञान,https://www.thuprai.com/author/kumar-prasad-bhattarai/,Kumar Prasad Bhattarai,,,40,,https://www.thuprai.com/publisher/ashish-book-house/,Ashish Book House,Non-fiction,,,,,,,Nepali
Kaljayee Yoddha haru,कालजयी योद्धाहरू,https://www.thuprai.com/author/khima-rijal/,Khima Rijal,,0,,,https://www.thuprai.com/publisher/sahid-rachana-prakashan-kendra/,Sahid Rachana Prakashan Kendra,Nepali Civil War,,1,9937019133,9789937019132,,,Nepali
Shristhiko Katha,सृष्टिको कथा,https://www.thuprai.com/author/anjana-rajbanshi/,Anjana Rajbanshi,,,305,,https://www.thuprai.com/publisher/bookart-nepal/,BookArt Nepal,Novels,,1,9937652642,9789937652643,207,,Nepali
"Byakti, Bichar, Jiwan, ra Kanun","व्यक्ती,विचार जीवन र कानुन",https://www.thuprai.com/author/sambhuprasad-gyawali/,Sambhuprasad Gyawali,,,999,,https://www.thuprai.com/publisher/pairavi-book-house/,Pairavi Book House,Non-fiction,"March 25, 2024",,9937782260,9789937782265,,,Nepali
Dynamics of Nepali Society,नेपाली समाजको गतिशीलता,https://www.thuprai.com/author/balram-acharya/,Balram Acharya,,,480,,https://www.thuprai.com/publisher/national-book-centre/,National Book Centre,Learning & Reference,,,993791339X,9789937913393,,280 g,Nepali
Ulto Ghar,उल्टो घार,https://www.thuprai.com/author/r-b-nischal/,R B. Nischal,,,400,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,"Poetry, Drama & Literature",2023,,9937705967,9789937705967,,,Nepali
Achammako Thailo,अचम्मको थैलो,https://www.thuprai.com/author/drshyam-bhattarai/,Dr.Shyam Bhattarai,,,70,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Children,,,9937321441,9789937321440,,,Nepali
Sannaataako Laya,सन्नाटाको लय,https://www.thuprai.com/author/narendrakumar-nagarkoti/,Narendrakumar Nagarkoti,,,199,,https://www.thuprai.com/publisher/shabdik-books/,Shabdik Books,Poetry,,,9937932610,9789937932615,,,Nepali
Mera Paila,मेरा पाइला,https://www.thuprai.com/author/rajaram-bartaula/,Rajaram Bartaula,,,300,,https://www.thuprai.com/publisher/bashundhara-maan-pragyapratisthan/,Bashundhara-Maan Pragyapratisthan,"Memoirs,Non-fiction","April 19, 2022",,9937116783,9789937116787,,,Nepali
Nepal Sundari Harauda,नेपाल सुन्दरी हराउँदा,https://www.thuprai.com/author/tom-mccaughey/,Tom Mccaughey,,,125,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Children,,,993710582X,9789937105828,72,,Nepali
Hamro Prajatantra,हाम्रो प्रजातन्त्र,https://www.thuprai.com/author/sassa-buregren/,Sassa Buregren,,,375,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,1,993770961X,9789937709613,,,Nepali
Anawaran,अनावरण,https://www.thuprai.com/author/bijaya-sapkota/,Bijaya Sapkota,,,300,,https://www.thuprai.com/publisher/shabdik-books/,Shabdik Books,Fiction,,,993702241X,9789937022415,,,Nepali
Drishya Bahira,दृश्य बाहिर,https://www.thuprai.com/author/saurabh-karki/,Saurabh Karki,,0,,,https://www.thuprai.com/publisher/bulbul-publication/,Bulbul Publication,Poetry,,,,,,,Nepali
Tiro,तिरो,https://www.thuprai.com/author/durga-nidhi-sharma/,Durga Nidhi Sharma,,,350,,https://www.thuprai.com/publisher/ghost-writing-nepal/,Ghost Writing Nepal,Autobiography,,1,9937932335,9789937932332,248,175 g,Nepali
Kathai Katha,कथै कथा,https://www.thuprai.com/author/hari-sharma/,Hari Sharma,,,120,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Story for Children,,,,,,,Nepali
Jasus Abhishko Virussangako Jit,जासुस अभिषको भाइरससँगको जित,https://www.thuprai.com/author/tsolmon-bayaraa/,Tsolmon Bayaraa,,,225,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,1,9937737060,9789937737067,,,Nepali
Hetopadeshka Amar Baalkatha,हितोपदेशका अमर बालकथा,https://www.thuprai.com/author/ramchandra-lamsal/,Ramchandra Lamsal,,,100,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Children,,,,,,,Nepali
Bhootko Kapardi,भूतको कपर्दी,https://www.thuprai.com/author/hari-khanal/,Hari Khanal,,,50,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Story for Children,,,,,,,Nepali
Sunkesra,सुनकेस्रा,https://www.thuprai.com/author/krishna-prasad-parajuli/,Krishna Prasad Parajuli,,,95,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,,,,,Nepali
Karnadhaar,कर्णधार,https://www.thuprai.com/author/krishnasharan/,Krishnasharan,,,225,,https://www.thuprai.com/publisher/gorkha-publication/,Gorkha Publications,Poetry,,,9937920892,9789937920896,135,,Nepali
Nirdosh Hatya,निर्दोष हत्या,https://www.thuprai.com/author/diwan-singh-rai/,Diwan Singh Rai,,,250,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Fiction,,3,9937331366,9789937331364,250,200 g,Nepali
Chitkar (Muktak Sangaraha),चित्कार (मुक्तकसंग्रह),https://www.thuprai.com/author/dr-nabaraj-subba/,Dr. Nawa Raj Subba,,0,,,https://www.thuprai.com/publisher/vaani-prakashan/,Vaani Prakashan,Non-fiction,,,,,,,Nepali
Hamro Nepali Kitab,हाम्रो नेपाली किताब,https://www.thuprai.com/author/unknown/,Unknown,,,40,,https://www.thuprai.com/publisher/curriculum-development-centre-nepal/,"Curriculum Development Centre, Nepal",Textbook,,,,,125,,Nepali
Bisauni Waltira,बिसौनी वल्तिर,https://www.thuprai.com/author/bheshraj-rijal/,Bheshraj Rijal,,0,,,https://www.thuprai.com/publisher/unknown/,Unknown,"Literature/Essays,Travelogue","September 25, 2020",1,9937074002,9789937074001,,,Nepali
Bhagwan Dashabalaya Tuta,भगवान दशाबलया तुत:,https://www.thuprai.com/author/durga-lal-shrestha/,Durga Lal Shrestha,,0,,,,,Poetry,,,,,,,Nepali
High School English Grammar and Composition (English-Nepali),,https://www.thuprai.com/author/wren-amp-martin/,Wren &amp; Martin,,,250,,https://www.thuprai.com/publisher/s-chand-publishing/,S Chand Publishing,Textbook,,,8121940567,9788121940566,421,,Nepali
Chhukchhuke Ko Sangharsha,छुकछुकेको संघर्ष,https://www.thuprai.com/author/surya-bc/,Surya B.C.,,,100,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937515262,9789937515269,,,Nepali
Safaltako Raaj,सफलताको राज,https://www.thuprai.com/author/dilli-basnet-sangit/,Dilli Basnet Sangeet,,,300,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Self-help,,,9937751462,9789937751469,128,300 g,Nepali
Socio Political Dynamics of Nepali Paintings,,https://www.thuprai.com/author/yam-prasad-sharma/,Yam Prasad Sharma,,,500,,https://www.thuprai.com/publisher/nepal-academy-of-fine-arts/,Nepal Academy of Fine Arts,Arts,,,,,,0.3 g,Nepali
Radhaa,राधा,https://www.thuprai.com/author/krishna-dharabasi/,Krishna Dharabasi,,,310,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Religious & Spiritual Fiction,,9,9993329053,9789993329053,262,268 g,Nepali
Tapainka Lagi Yog,तपाईंका लागि योग,https://www.thuprai.com/author/raju-adhikari/,Dr. Raju Adhikari,,,450,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Non-fiction,"March 14, 2022",2,9937746434,9789937746434,,,Nepali
Mero Nepali: Grade 3,मेरो नेपाली: कक्षा ३,,,,0,,,https://www.thuprai.com/publisher/nepal-sarkar-shiksa-mantralaya-pathyakram-bikas-kendra/,Nepal Sarkar Shiksa Mantralaya Pathyakram Bikas Kendra,"Textbook,Language",,,,,,,Nepali
Baahra Barsha Pachi,बाह्र वर्षपछि,https://www.thuprai.com/author/deepak-pyakurel/,Deepak Pyakurel,,,300,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Contemporary Fiction,,,,,,,Nepali
nepa~laya lifestyle,,https://www.thuprai.com/author/jeevan-kumar-prasain/,Jeevan Kumar Prasain,,0,,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,Self-help,,,,,,,Nepali
Kumata,कुमाता,https://www.thuprai.com/author/basanta-parajuli/,Basanta Parajuli,,,200,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Short Stories,,,,,,,Nepali
Samriddhiko Yatra,समृद्धि को यात्रा,https://www.thuprai.com/author/kp-sharma-oli/,KP Sharma Oli,,,595,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Political/Social,,,993733263X,9789937332637,,0.3 g,Nepali
Paniphoto,पानीफोटो: पानादेखि पर्दासम्म,https://www.thuprai.com/author/khagendra-laamichhane/,Khagendra Lamichhane,,,,1400,https://www.thuprai.com/publisher/fineprint/,FinePrint,"Autobiography,Non-fiction","September 11, 2023",,9937746922,9789937746922,260,328 g,Nepali
Sahasi Danfe,साहसी डाँफे,https://www.thuprai.com/author/pramod-pradhan/,Pramod Pradhan,,,145,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Picturebook for Children,,,,,,,Nepali
Nepal,नेपाल: नखुलेका पाटाहरु,https://www.thuprai.com/author/tirthabahadur-shrestha/,Dr. Tirthabahadur Shrestha,,0,,,,,Literature/Essays,,,,,,,Nepali
Suhana,सुहाना,https://www.thuprai.com/author/upendra-bhusal/,Upendra Bhusal,,,375,,https://www.thuprai.com/publisher/bn-pustak-sansar/,BN Pustak Sansar,Contemporary Fiction,"January 21, 2021",1,9937943914,9789937943918,,,Nepali
Jhilkeko Ek Hapta,झिल्केको एक हप्ता,https://www.thuprai.com/author/kartikeya-ghimire/,Kartikeya Ghimire,,,55,,https://www.thuprai.com/publisher/bookart-nepal/,BookArt Nepal,Story for Children,,,,,,,Nepali
Daas Prathako Naya Rup,दास प्रथाको नयाँ रूप,https://www.thuprai.com/author/damodar-neupane/,Damodar Neupane,,,775,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Non-fiction,,,,,,,Nepali
Gantabya Lumbini,गन्तव्य लुम्बिनी,https://www.thuprai.com/author/basanta-maharjan/,Basanta Maharjan,,,100,,https://www.thuprai.com/publisher/insight-publication/,Insight Publication,Religion,,1,993783452X,9789937834520,72,80 g,Nepali
Aantarik Vibhedko Britanta,आन्तरिक विभेदको वृत्तान्त: दलित र गैरदलितभित्रका विभेद र छुवाछुत्,https://www.thuprai.com/author/meghraj-rasaili/,Meghraj Rasaili,,,450,,https://www.thuprai.com/publisher/samata-books/,Samata Books,Arts,"September 07, 2019",1,993791857X,9789937918572,,275 g,Nepali
Baal-Sajayaka Bikalpa,बाल-सजायका विकल्प,https://www.thuprai.com/author/sikshak-masik/,Sikshak Masik,,,200,,https://www.thuprai.com/publisher/shikshak-masik/,Shikshak Masik,"Child Rearing,Non-fiction,Teaching Resources & Education",,,,,,126 g,Nepali
Meri Priyasi,मेरी प्रेयसी,,,,,350,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,"Poetry, Drama & Literature",,,9937780640,9789937780643,,,Nepali
Gyanpurko Jatraa,ज्ञानपुरको जात्रा: विवेक विसंकेतन माला ११,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,,130,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Picturebook for Children,,,9937313023,9789937313025,,45 g,Nepali
Japani Sahityako Itihaas,जापानी साहित्यको इतिहास,https://www.thuprai.com/author/kshetrapratap-adhikari/,Kshetra Pratap Adhikary,,0,,,https://www.thuprai.com/publisher/akshar-publication/,Akshar Publication,History,,,,,,,Nepali
Kehi Adhdhyan:Kehi Manthan,केही अध्धयन: केही मन्थन,https://www.thuprai.com/author/jk-baraili/,J.K. Baraili,,0,,,,,Literary Studies: General,,,,,,,Nepali
Hataa Jane Aghillo Raat,हाटा जाने अघिल्लो रात,https://www.thuprai.com/author/rajan-mukarung/,Rajan Mukarung,,,250,,,,Poetry,"August 02, 2019",1,993706256X,9789937062565,,,Nepali
Shanti ka Pailaharu,शान्तिका पाइलाहरू,https://www.thuprai.com/author/radha-paudel/,Radha Paudel,,,240,,https://www.thuprai.com/publisher/bulbul-publication/,Bulbul Publication,Poetry,"May 19, 2018",1,9937918871,9789937918879,,,Nepali
Mawali Didi,मावली दिदी,https://www.thuprai.com/author/bindu-adhikari-dhakal/,Bindu Adhikari Dhakal,,,200,,https://www.thuprai.com/publisher/brother-books/,Brother Books,Short Stories,"March 18, 2021",1,9937938139,9789937938136,,,Nepali
Jhundiyekio Bagaincha,झुन्डिएको बगैंचा,https://www.thuprai.com/author/tej-prakash-shrestha/,Tej Prakash Shrestha,,,115,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Story for Children,,,9993304468,9789993304463,40,,Nepali
Nepalko Sankshipta Itihas,नेपालको संक्षिप्त इतिहास,https://www.thuprai.com/author/totraraj-pandya/,Totraraj Pandya,,,400,,https://www.thuprai.com/publisher/samshodhan-mandal/,Samshodhan- Mandal,"Nepali History,Non-fiction",,,,,,400 g,Nepali
Prometheus ko Philingo,प्रमिथसको फिलिङ्गो,https://www.thuprai.com/author/rakhi-gauchan/,Rakhi Gauchan,,,229,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Poetry,,,,,,,Nepali
Sathi Barshapachhi,६० वर्षपछि: संस्मरण र निबन्ध,https://www.thuprai.com/author/hari-adhikari/,Hari Adhikari,,,195,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,"Memoirs,Literature/Essays",2013,,9993309559,9789993309550,154,,Nepali
Matoko Maya,माटोको माया,https://www.thuprai.com/author/bhim-nidhi-tiwari/,Bhimnidhi Tiwari,,,100,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,"Poetry, Drama & Literature",,,,,,,Nepali
Lolita,लोलिता,https://www.thuprai.com/author/vladimir-nabokov/,Vladimir Nabokov,,,110,,https://www.thuprai.com/publisher/sp-publicationp-ltd/,S.P Publication(P.) Ltd,Fiction,,,,,136,100 g,Nepali
Hamro Chautaro,हाम्रो चौतारो,https://www.thuprai.com/author/lalita-doshi/,Lalita Doshi,,,150,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,"Children,Picturebook for Children",,,9937629136,9789937629133,,,Nepali
Ramilo Gaun,रमाइलो गाउँ,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,,200,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Picturebook for Children,,,9937312752,9789937312752,,,Nepali
Swatantrata ra Samanatako Nirantar Yatra,स्वतन्त्रता र समानताको निरन्तर यात्रा,https://www.thuprai.com/author/meena-acharya/,Meena Acharya,,,775,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Autobiography,"May 02, 2024",,9937775647,9789937775649,,,Nepali
Sanskriti Chintan,संस्कृति चिन्तन,https://www.thuprai.com/author/arun-guptoo/,Arun Gupto,,,499,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,"Religion,Non-fiction",,,,,,,Nepali
Mero Samaya,मेरो समय,https://www.thuprai.com/author/kishor-nepal/,Kishor Nepal,,,698,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Memoirs,"April 27, 2014",,9937878942,9789937878944,476,,Nepali
Apurva Grahako Katha,अपूर्व ग्रहको कथा,https://www.thuprai.com/author/kshetrapratap-adhikari/,Kshetra Pratap Adhikary,,0,,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Novels for Children,,,,,,,Nepali
Bahrakhari ko Botmuni,बाह्रखरीको बोटमुनि,https://www.thuprai.com/author/dinanath-sharma/,Dinanath Sharma,,,225,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Literature/Essays,,1,9937323525,9789937323529,131,100 g,Nepali
